"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"4095",NA,"Feylinia grandisquamis","Feylinia grandisquamis Müller, 1910",2463878,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Feylinia","Feylinia grandisquamis","Feylinia grandisquamis","Müller, 1910",2463878,2463878
"4096",NA,"Feylinia macrolepis","Feylinia macrolepis Boettger, 1887",2463881,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Feylinia","Feylinia macrolepis","Feylinia macrolepis","Boettger, 1887",2463881,2463881
"4097",NA,"Feylinia polylepis","Feylinia polylepis Bocage, 1887",2463880,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Feylinia","Feylinia polylepis","Feylinia polylepis","Bocage, 1887",2463880,2463880
"4098",NA,"Ficimia hardyi","Ficimia hardyi Mendoza-Quijano & Smith, 1993",2457131,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia hardyi","Ficimia hardyi","Mendoza-Quijano & Smith, 1993",2457131,2457131
"4099",NA,"Ficimia olivacea","Ficimia olivacea Gray, 1849",2457133,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia olivacea","Ficimia olivacea","Gray, 1849",2457133,2457133
"4100",NA,"Ficimia publia","Ficimia publia Cope, 1866",2457126,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia publia","Ficimia publia","Cope, 1866",2457126,2457126
"4101",NA,"Ficimia ramirezi","Ficimia ramirezi Smith & Langebartel, 1949",2457136,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia ramirezi","Ficimia ramirezi","Smith & Langebartel, 1949",2457136,2457136
"4102",NA,"Ficimia ruspator","Ficimia ruspator Smith & Taylor, 1941",2457132,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia ruspator","Ficimia ruspator","Smith & Taylor, 1941",2457132,2457132
"4103",NA,"Ficimia streckeri","Ficimia streckeri Taylor, 1931",2457125,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia streckeri","Ficimia streckeri","Taylor, 1931",2457125,2457125
"4104",NA,"Ficimia variegata","Ficimia variegata (Günther, 1858)",2457134,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Ficimia","Ficimia variegata","Ficimia variegata","(Günther, 1858) ",2457134,2457134
"4105",NA,"Fimbrios klossi","Fimbrios klossi Smith, 1921",2456538,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Fimbrios","Fimbrios klossi","Fimbrios klossi","Smith, 1921",2456538,2456538
"4106",NA,"Fimbrios smithi","Fimbrios smithi Ziegler, David, Miralles, Van Kien & Quang Truong, 2008",8421986,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xenodermidae","Fimbrios","Fimbrios smithi","Fimbrios smithi","Ziegler, David, Miralles, Van Kien & Quang Truong, 2008",8421986,8421986
"4107",NA,"Flexiseps valhallae","Flexiseps valhallae (Boulenger, 1909)",10538438,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Flexiseps","Flexiseps valhallae","Flexiseps valhallae","(Boulenger, 1909) ",10538438,10538438
"4108",NA,"Fojia bumi","Fojia bumi Greer & Simon, 1982",10835946,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Fojia","Fojia bumi","Fojia bumi","Greer & Simon, 1982",10835946,10835946
"4109",NA,"Fordonia leucobalia","Fordonia leucobalia (Schlegel, 1837)",5223392,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Homalopsidae","Fordonia","Fordonia leucobalia","Fordonia leucobalia","(Schlegel, 1837) ",5223392,5223392
"4110",NA,"Furcifer angeli","Furcifer angeli (Brygoo & Domergue, 1968)",5221982,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer angeli","Furcifer angeli","(Brygoo & Domergue, 1968) ",5221982,5221982
"4111",NA,"Furcifer antimena","Furcifer antimena (Grandidier, 1872)",5221999,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer antimena","Furcifer antimena","(Grandidier, 1872) ",5221999,5221999
"4112",NA,"Furcifer balteatus","Furcifer balteatus (Duméril & Bibron, 1851)",5221964,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer balteatus","Furcifer balteatus","(Duméril & Bibron, 1851) ",5221964,5221964
"4113",NA,"Furcifer belalandaensis","Furcifer belalandaensis (Brygoo & Domergue, 1970)",5221983,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer belalandaensis","Furcifer belalandaensis","(Brygoo & Domergue, 1970) ",5221983,5221983
"4114",NA,"Furcifer bifidus","Furcifer bifidus (Brongniart, 1800)",5222001,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer bifidus","Furcifer bifidus","(Brongniart, 1800) ",5222001,5222001
"4115",NA,"Furcifer campani","Furcifer campani (Grandidier, 1872)",5221967,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer campani","Furcifer campani","(Grandidier, 1872) ",5221967,5221967
"4116",NA,"Furcifer cephalolepis","Furcifer cephalolepis (Günther, 1880)",5221984,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer cephalolepis","Furcifer cephalolepis","(Günther, 1880) ",5221984,5221984
"4117",NA,"Furcifer labordi","Furcifer labordi (Grandidier, 1872)",5222004,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer labordi","Furcifer labordi","(Grandidier, 1872) ",5222004,5222004
"4118",NA,"Furcifer lateralis","Furcifer lateralis (Gray, 1831)",5221969,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer lateralis","Furcifer lateralis","(Gray, 1831) ",5221969,5221969
"4119",NA,"Furcifer major","Furcifer major (Brygoo, 1971)",9024248,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer major","Furcifer major","(Brygoo, 1971) ",9024248,9024248
"4120",NA,"Furcifer minor","Furcifer minor (Günther, 1879)",5221986,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer minor","Furcifer minor","(Günther, 1879) ",5221986,5221986
"4121",NA,"Furcifer nicosiai","Furcifer nicosiai Jesu, Mattioli & Schimmenti, 1999",5221972,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer nicosiai","Furcifer nicosiai","Jesu, Mattioli & Schimmenti, 1999",5221972,5221972
"4122",NA,"Furcifer oustaleti","Furcifer oustaleti (Mocquard, 1894)",5221973,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer oustaleti","Furcifer oustaleti","(Mocquard, 1894) ",5221973,5221973
"4123",NA,"Furcifer pardalis","Furcifer pardalis (Cuvier, 1829)",5221988,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer pardalis","Furcifer pardalis","(Cuvier, 1829) ",5221988,5221988
"4124",NA,"Furcifer petteri","Furcifer petteri (Brygoo & Domergue, 1966)",5221962,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer petteri","Furcifer petteri","(Brygoo & Domergue, 1966) ",5221962,5221962
"4125",NA,"Furcifer polleni","Furcifer polleni (Peters, 1874)",5221975,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer polleni","Furcifer polleni","(Peters, 1874) ",5221975,5221975
"4126",NA,"Furcifer rhinoceratus","Furcifer rhinoceratus (Gray, 1845)",5221994,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer rhinoceratus","Furcifer rhinoceratus","(Gray, 1845) ",5221994,5221994
"4127",NA,"Furcifer timoni","Furcifer timoni Glaw, Köhler & Vences, 2009",7920195,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer timoni","Furcifer timoni","Glaw, Köhler & Vences, 2009",7920195,7920195
"4128",NA,"Furcifer tuzetae","Furcifer tuzetae (Brygoo, Bourgat & Domergue, 1972)",5221963,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer tuzetae","Furcifer tuzetae","(Brygoo, Bourgat & Domergue, 1972) ",5221963,5221963
"4129",NA,"Furcifer verrucosus","Furcifer verrucosus Cuvier, 1829",9069202,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer verrucosus","Furcifer verrucosus","Cuvier, 1829",9069202,9069202
"4130",NA,"Furcifer viridis","Furcifer viridis Florio, Ingram, Rakotondravony, Louis Jr & Raxworthy, 2012",7580786,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer viridis","Furcifer viridis","Florio, Ingram, Rakotondravony, Louis Jr & Raxworthy, 2012",7580786,7580786
"4131",NA,"Furcifer willsii","Furcifer willsii (Günther, 1890)",5221997,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Chamaeleonidae","Furcifer","Furcifer willsii","Furcifer willsii","(Günther, 1890) ",5221997,5221997
"4132",NA,"Furina barnardi","Furina barnardi (Kinghorn, 1939)",5222045,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Furina","Furina barnardi","Furina barnardi","(Kinghorn, 1939) ",5222045,5222045
"4133",NA,"Furina diadema","Furina diadema (Schlegel, 1837)",5222036,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Furina","Furina diadema","Furina diadema","(Schlegel, 1837) ",5222036,5222036
"4134",NA,"Furina dunmalli","Furina dunmalli (Worrell, 1955)",5222030,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Furina","Furina dunmalli","Furina dunmalli","(Worrell, 1955) ",5222030,5222030
"4135",NA,"Furina ornata","Furina ornata (Gray, 1842)",5222041,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Furina","Furina ornata","Furina ornata","(Gray, 1842) ",5222041,5222041
"4136",NA,"Furina tristis","Furina tristis (Günther, 1858)",5222032,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Elapidae","Furina","Furina tristis","Furina tristis","(Günther, 1858) ",5222032,5222032
"4137",NA,"Gallotia atlantica","Gallotia atlantica (Peters & Doria, 1882)",2468656,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia atlantica","Gallotia atlantica","(Peters & Doria, 1882) ",2468656,2468656
"4138",NA,"Gallotia auaritae","Gallotia auaritae Mateo, Garcia-Marquez, López-Jurado & Barahona, 2001",2468672,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia auaritae","Gallotia auaritae","Mateo, Garcia-Marquez, López-Jurado & Barahona, 2001",2468672,2468672
"4139",NA,"Gallotia bravoana","Gallotia bravoana Hutterer, 1985",7872185,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia bravoana","Gallotia bravoana","Hutterer, 1985",7872185,7872185
"4140",NA,"Gallotia caesaris","Gallotia caesaris (Lehrs, 1914)",2468663,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia caesaris","Gallotia caesaris","(Lehrs, 1914) ",2468663,2468663
"4141",NA,"Gallotia galloti","Gallotia galloti (Oudart, 1839)",8682680,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia galloti","Gallotia galloti","(Oudart, 1839) ",8682680,8682680
"4142",NA,"Gallotia intermedia","Gallotia intermedia Barrbadillo, Lacoba, Pérez-Mellado, Sancho & López-Jurado, 1999",2468688,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia intermedia","Gallotia intermedia","Barrbadillo, Lacoba, Pérez-Mellado, Sancho & López-Jurado, 1999",2468688,2468688
"4143",NA,"Gallotia simonyi","Gallotia simonyi (Steindachner, 1889)",2468673,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia simonyi","Gallotia simonyi","(Steindachner, 1889) ",2468673,2468673
"4144",NA,"Gallotia stehlini","Gallotia stehlini (Schenkel, 1901)",2468651,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gallotia","Gallotia stehlini","Gallotia stehlini","(Schenkel, 1901) ",2468651,2468651
"4145",NA,"Gambelia copeii","Gambelia copeii (Yarrow, 1882)",5227130,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Gambelia","Gambelia copeii","Gambelia copeii","(Yarrow, 1882) ",5227130,5227130
"4146",NA,"Gambelia sila","Gambelia sila (Stejneger, 1890)",5227128,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Gambelia","Gambelia sila","Gambelia sila","(Stejneger, 1890) ",5227128,5227128
"4147",NA,"Gambelia wislizenii","Gambelia wislizenii (Baird & Girard, 1852)",8613410,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Crotaphytidae","Gambelia","Gambelia wislizenii","Gambelia wislizenii","(Baird & Girard, 1852) ",8613410,8613410
"4148",NA,"Garthius chaseni","Garthius chaseni (Smith, 1931)",8398019,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Viperidae","Garthius","Garthius chaseni","Garthius chaseni","(Smith, 1931) ",8398019,8398019
"4149",NA,"Gastropholis echinata","Gastropholis echinata (Cope, 1862)",2469502,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gastropholis","Gastropholis echinata","Gastropholis echinata","(Cope, 1862) ",2469502,2469502
"4150",NA,"Gastropholis prasina","Gastropholis prasina Werner, 1904",2469506,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gastropholis","Gastropholis prasina","Gastropholis prasina","Werner, 1904",2469506,2469506
"4151",NA,"Gastropholis tropidopholis","Gastropholis tropidopholis (Boulenger, 1916)",2469500,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gastropholis","Gastropholis tropidopholis","Gastropholis tropidopholis","(Boulenger, 1916) ",2469500,2469500
"4152",NA,"Gastropholis vittata","Gastropholis vittata Fischer, 1886",2469498,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Lacertidae","Gastropholis","Gastropholis vittata","Gastropholis vittata","Fischer, 1886",2469498,2469498
"4153",NA,"Gavialis gangeticus","Gavialis gangeticus (Gmelin, 1789)",2441360,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Gavialidae","Gavialis","Gavialis gangeticus","Gavialis gangeticus","(Gmelin, 1789) ",2441360,2441360
"4154",NA,"Geagras redimitus","Geagras redimitus Cope, 1875",2452639,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Geagras","Geagras redimitus","Geagras redimitus","Cope, 1875",2452639,2452639
"4155",NA,"Geckolepis maculata","Geckolepis maculata Peters, 1880",2445493,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Geckolepis","Geckolepis maculata","Geckolepis maculata","Peters, 1880",2445493,2445493
"4156",NA,"Geckolepis polylepis","Geckolepis polylepis Boettger, 1893",2445484,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Geckolepis","Geckolepis polylepis","Geckolepis polylepis","Boettger, 1893",2445484,2445484
"4157",NA,"Geckolepis typica","Geckolepis typica Grandidier, 1867",2445488,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Geckolepis","Geckolepis typica","Geckolepis typica","Grandidier, 1867",2445488,2445488
"4158",NA,"Gehyra angusticaudatus","Gehyra angusticaudata (Taylor, 1963)",2446194,"FUZZY",98,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra angusticaudata","Gehyra angusticaudata","(Taylor, 1963) ",2446194,2446194
"4159",NA,"Gehyra australis","Gehyra australis Gray, 1845",7982082,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra australis","Gehyra australis","Gray, 1845",7982082,7982082
"4160",NA,"Gehyra baliola","Gehyra baliola (Duméril, 1851)",2446269,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra baliola","Gehyra baliola","(Duméril, 1851) ",2446269,2446269
"4161",NA,"Gehyra barea","Gehyra barea Kopstein, 1926",2446309,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra barea","Gehyra barea","Kopstein, 1926",2446309,2446309
"4162",NA,"Gehyra borroloola","Gehyra borroloola King, 1984",2446279,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra borroloola","Gehyra borroloola","King, 1984",2446279,2446279
"4163",NA,"Gehyra brevipalmata","Gehyra brevipalmata (Peters, 1874)",2446206,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra brevipalmata","Gehyra brevipalmata","(Peters, 1874) ",2446206,2446206
"4164",NA,"Gehyra catenata","Gehyra catenata Low, 1979",2446288,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra catenata","Gehyra catenata","Low, 1979",2446288,2446288
"4165",NA,"Gehyra dubia","Gehyra dubia (Macleay, 1877)",2446214,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra dubia","Gehyra dubia","(Macleay, 1877) ",2446214,2446214
"4166",NA,"Gehyra einasleighensis","Gehyra einasleighensis Bourke, Pratt, Vanderduys & Moritz, 2017",9629706,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra einasleighensis","Gehyra einasleighensis","Bourke, Pratt, Vanderduys & Moritz, 2017",9629706,9629706
"4167",NA,"Gehyra fehlmanni","Gehyra fehlmanni (Taylor, 1962)",2446293,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra fehlmanni","Gehyra fehlmanni","(Taylor, 1962) ",2446293,2446293
"4168",NA,"Gehyra georgpotthasti","Gehyra georgpotthasti Flecks, Schmitz, Böhme, Henkel & Ineich, 2012",7859434,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra georgpotthasti","Gehyra georgpotthasti","Flecks, Schmitz, Böhme, Henkel & Ineich, 2012",7859434,7859434
"4169",NA,"Gehyra girloorloo","Gehyra girloorloo Oliver, Bourke, Pratt, Doughty & Moritz, 2016",8521949,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra girloorloo","Gehyra girloorloo","Oliver, Bourke, Pratt, Doughty & Moritz, 2016",8521949,8521949
"4170",NA,"Gehyra insulensis","Gehyra insulensis (Girard, 1858)",2446264,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra insulensis","Gehyra insulensis","(Girard, 1858) ",2446264,2446264
"4171",NA,"Gehyra interstitialis","Gehyra interstitialis Oudemans, 1894",2446327,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra interstitialis","Gehyra interstitialis","Oudemans, 1894",2446327,2446327
"4172",NA,"Gehyra kimberleyi","Gehyra kimberleyi Börner & Schüttler, 1982",2446241,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra kimberleyi","Gehyra kimberleyi","Börner & Schüttler, 1982",2446241,2446241
"4173",NA,"Gehyra koira","Gehyra koira Horner, 2005",2446285,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra koira","Gehyra koira","Horner, 2005",2446285,2446285
"4174",NA,"Gehyra lacerata","Gehyra lacerata (Taylor, 1962)",2446329,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra lacerata","Gehyra lacerata","(Taylor, 1962) ",2446329,2446329
"4175",NA,"Gehyra lampei","Gehyra lampei Andersson, 1913",2446298,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra papuana","Gehyra lampei","Andersson, 1913",2446298,2446282
"4176",NA,"Gehyra lazelli","Gehyra lazelli (Wells & Wellington, 1985)",5843303,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra lazelli","Gehyra lazelli","(Wells & Wellington, 1985) ",5843303,5843303
"4177",NA,"Gehyra leopoldi","Gehyra leopoldi Brongersma, 1930",2446244,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra leopoldi","Gehyra leopoldi","Brongersma, 1930",2446244,2446244
"4178",NA,"Gehyra marginata","Gehyra marginata Boulenger, 1887",2446332,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra marginata","Gehyra marginata","Boulenger, 1887",2446332,2446332
"4179",NA,"Gehyra membranacruralis","Gehyra membranacruralis King & Horner, 1989",2446299,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra membranacruralis","Gehyra membranacruralis","King & Horner, 1989",2446299,2446299
"4180",NA,"Gehyra minuta","Gehyra minuta King, 1982",2446247,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra minuta","Gehyra minuta","King, 1982",2446247,2446247
"4181",NA,"Gehyra montium","Gehyra montium Storr, 1982",2446301,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra montium","Gehyra montium","Storr, 1982",2446301,2446301
"4182",NA,"Gehyra moritzi","Gehyra moritzi Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9447210,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra moritzi","Gehyra moritzi","Hutchinson, Sistrom, Donnellan & Hutchinson, 2014",9447210,9447210
"4183",NA,"Gehyra multiporosa","Gehyra multiporosa Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",7459921,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra multiporosa","Gehyra multiporosa","Doughty, Palmer, Sistrom, Bauer & Donnellan, 2012",7459921,7459921
"4184",NA,"Gehyra mutilata","Gehyra mutilata (Wiegmann, 1834)",2446249,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra mutilata","Gehyra mutilata","(Wiegmann, 1834) ",2446249,2446249
"4185",NA,"Gehyra nana","Gehyra nana Storr, 1978",2446307,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gekkonidae","Gehyra","Gehyra nana","Gehyra nana","Storr, 1978",2446307,2446307
