"","occurrenceId","verbatimScientificName_.GRA.","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species_.GBIF.","canonicalName","authorship","usageKey","acceptedUsageKey"
"2446",NA,"Coniophanes schmidti","Coniophanes schmidti Bailey, 1937",2455458,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Coniophanes","Coniophanes schmidti","Coniophanes schmidti","Bailey, 1937",2455458,2455458
"2447",NA,"Conolophus marthae","Conolophus marthae Gentile & Snell, 2009",8076104,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Iguanidae","Conolophus","Conolophus marthae","Conolophus marthae","Gentile & Snell, 2009",8076104,8076104
"2448",NA,"Conolophus pallidus","Conolophus pallidus Heller, 1903",5224630,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Iguanidae","Conolophus","Conolophus pallidus","Conolophus pallidus","Heller, 1903",5224630,5224630
"2449",NA,"Conolophus subcristatus","Conolophus subcristatus (Gray, 1831)",5224631,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Iguanidae","Conolophus","Conolophus subcristatus","Conolophus subcristatus","(Gray, 1831) ",5224631,5224631
"2450",NA,"Conophis lineatus","Conophis lineatus (Duméril, Bibron & Duméril, 1854)",9480336,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conophis","Conophis lineatus","Conophis lineatus","(Duméril, Bibron & Duméril, 1854) ",9480336,9480336
"2451",NA,"Conophis morai","Conophis morai Perez-Higareda, Lopez-Luna & Smith, 2002",2457026,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conophis","Conophis morai","Conophis morai","Perez-Higareda, Lopez-Luna & Smith, 2002",2457026,2457026
"2452",NA,"Conophis vittatus","Conophis vittatus Peters, 1860",2457027,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conophis","Conophis vittatus","Conophis vittatus","Peters, 1860",2457027,2457027
"2453",NA,"Conopsis amphisticha","Conopsis amphisticha (Smith & Laufe, 1945)",5223668,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conopsis","Conopsis amphisticha","Conopsis amphisticha","(Smith & Laufe, 1945) ",5223668,5223668
"2454",NA,"Conopsis biserialis","Conopsis biserialis (Taylor & Smith, 1942)",5223658,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conopsis","Conopsis biserialis","Conopsis biserialis","(Taylor & Smith, 1942) ",5223658,5223658
"2455",NA,"Conopsis lineata","Conopsis lineata (Kennicott, 1859)",5223669,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conopsis","Conopsis lineata","Conopsis lineata","(Kennicott, 1859) ",5223669,5223669
"2456",NA,"Conopsis megalodon","Conopsis megalodon (Taylor & Smith, 1942)",5223666,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conopsis","Conopsis megalodon","Conopsis megalodon","(Taylor & Smith, 1942) ",5223666,5223666
"2457",NA,"Conopsis nasus","Conopsis nasus (Günther, 1858)",5223659,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Conopsis","Conopsis nasus","Conopsis nasus","(Günther, 1858) ",5223659,5223659
"2458",NA,"Contia longicauda","Contia longicauda Feldman & Hoyer, 2010",10880062,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Contia","Contia longicauda","Contia longicauda","Feldman & Hoyer, 2010",10880062,10880062
"2459",NA,"Contia tenuis","Contia tenuis (Baird & Girard, 1852)",2455975,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Contia","Contia tenuis","Contia tenuis","(Baird & Girard, 1852) ",2455975,2455975
"2460",NA,"Contomastix charrua","Contomastix charrua Cabrera & Carreira, 2009",10742361,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix charrua","Contomastix charrua","Cabrera & Carreira, 2009",10742361,10742361
"2461",NA,"Contomastix lacertoides","Contomastix lacertoides (Duméril & Bibron, 1839)",7797739,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix lacertoides","Contomastix lacertoides","(Duméril & Bibron, 1839) ",7797739,7797739
"2462",NA,"Contomastix leachei","Contomastix leachei (Peracca, 1897)",8191845,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix leachei","Contomastix leachei","(Peracca, 1897) ",8191845,8191845
"2463",NA,"Contomastix serrana","Contomastix serrana (Cei & Martori, 1991)",7746116,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix serrana","Contomastix serrana","(Cei & Martori, 1991) ",7746116,7746116
"2464",NA,"Contomastix vacariensis","Contomastix vacariensis (Feltrim & Lema, 2000)",8340082,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix vacariensis","Contomastix vacariensis","(Feltrim & Lema, 2000) ",8340082,8340082
"2465",NA,"Contomastix vittata","Contomastix vittata (Boulenger, 1902)",7488809,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Contomastix","Contomastix vittata","Contomastix vittata","(Boulenger, 1902) ",7488809,7488809
"2466",NA,"Copeoglossum arajara","Copeoglossum arajara (Reboucas-Spieker, 1981)",8161970,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Copeoglossum","Copeoglossum arajara","Copeoglossum arajara","(Reboucas-Spieker, 1981) ",8161970,8161970
"2467",NA,"Copeoglossum aurae","Copeoglossum aurae Hedges & Conn, 2012",8168734,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Copeoglossum","Copeoglossum aurae","Copeoglossum aurae","Hedges & Conn, 2012",8168734,8168734
"2468",NA,"Copeoglossum margaritae","Copeoglossum margaritae Hedges & Conn, 2012",7583551,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Copeoglossum","Copeoglossum margaritae","Copeoglossum margaritae","Hedges & Conn, 2012",7583551,7583551
"2469",NA,"Copeoglossum nigropunctatum","Copeoglossum nigropunctatum (Spix, 1825)",8215919,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Copeoglossum","Copeoglossum nigropunctatum","Copeoglossum nigropunctatum","(Spix, 1825) ",8215919,8215919
"2470",NA,"Cophosaurus texanus","Cophosaurus texanus Troschel, 1852",2451472,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Phrynosomatidae","Cophosaurus","Cophosaurus texanus","Cophosaurus texanus","Troschel, 1852",2451472,2451472
"2471",NA,"Cophoscincopus durus","Cophoscincopus durus (Cope, 1862)",2462207,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cophoscincopus","Cophoscincopus durus","Cophoscincopus durus","(Cope, 1862) ",2462207,2462207
"2472",NA,"Cophoscincopus greeri","Cophoscincopus greeri Böhme, Schmitz & Ziegler, 2000",2462210,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cophoscincopus","Cophoscincopus greeri","Cophoscincopus greeri","Böhme, Schmitz & Ziegler, 2000",2462210,2462210
"2473",NA,"Cophoscincopus senegalensis","Cophoscincopus senegalensis Trape, Mediannikov & Trape, 2012",7743852,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cophoscincopus","Cophoscincopus senegalensis","Cophoscincopus senegalensis","Trape, Mediannikov & Trape, 2012",7743852,7743852
"2474",NA,"Cophoscincopus simulans","Cophoscincopus simulans (Vaillant, 1884)",2462204,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Cophoscincopus","Cophoscincopus simulans","Cophoscincopus simulans","(Vaillant, 1884) ",2462204,2462204
"2475",NA,"Cophotis ceylanica","Cophotis ceylanica Peters, 1861",5960728,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Cophotis","Cophotis ceylanica","Cophotis ceylanica","Peters, 1861",5960728,5960728
"2476",NA,"Cophotis dumbara","Cophotis dumbara Samarawickrama, Ranawana, Rajapaksha, Ananjeva, Orlov, Ranasinghe & Samarawickrama, 2006",5960730,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Cophotis","Cophotis dumbara","Cophotis dumbara","Samarawickrama, Ranawana, Rajapaksha, Ananjeva, Orlov, Ranasinghe & Samarawickrama, 2006",5960730,5960730
"2477",NA,"Corallus annulatus","Corallus annulatus (Cope, 1875)",2464957,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus annulatus","Corallus annulatus","(Cope, 1875) ",2464957,2464957
"2478",NA,"Corallus batesi","Corallus batesii (Gray, 1860)",8062411,"FUZZY",98,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus batesii","Corallus batesii","(Gray, 1860) ",8062411,8062411
"2479",NA,"Corallus blombergi","Corallus blombergi (Rendahl & Vestergren, 1940)",7400499,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus blombergi","Corallus blombergi","(Rendahl & Vestergren, 1940) ",7400499,7400499
"2480",NA,"Corallus caninus","Corallus caninus (Linnaeus, 1758)",2464991,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus caninus","Corallus caninus","(Linnaeus, 1758) ",2464991,2464991
"2481",NA,"Corallus cookii","Corallus cookii Gray, 1842",2464948,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus cookii","Corallus cookii","Gray, 1842",2464948,2464948
"2482",NA,"Corallus cropanii","Corallus cropanii (Hoge, 1953)",2464940,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus cropanii","Corallus cropanii","(Hoge, 1953) ",2464940,2464940
"2483",NA,"Corallus grenadensis","Corallus grenadensis (Barbour, 1914)",2464972,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus grenadensis","Corallus grenadensis","(Barbour, 1914) ",2464972,2464972
"2484",NA,"Corallus hortulanus","Corallus hortulana (Linnaeus, 1758)",2464951,"FUZZY",98,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus hortulana","Corallus hortulana","(Linnaeus, 1758) ",2464951,2464951
"2485",NA,"Corallus ruschenbergerii","Corallus ruschenbergerii (Cope, 1875)",2464942,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Boidae","Corallus","Corallus ruschenbergerii","Corallus ruschenbergerii","(Cope, 1875) ",2464942,2464942
"2486",NA,"Cordylosaurus subtessellatus","Cordylosaurus subtessellatus (Smith, 1844)",2451553,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Gerrhosauridae","Cordylosaurus","Cordylosaurus subtessellatus","Cordylosaurus subtessellatus","(Smith, 1844) ",2451553,2451553
"2487",NA,"Cordylus angolensis","Cordylus angolensis (Bocage, 1895)",5227227,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus angolensis","Cordylus angolensis","(Bocage, 1895) ",5227227,5227227
"2488",NA,"Cordylus aridus","Cordylus aridus Mouton & Van Wyk, 1994",5227205,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus aridus","Cordylus aridus","Mouton & Van Wyk, 1994",5227205,5227205
"2489",NA,"Cordylus beraduccii","Cordylus beraduccii Broadley & Branch, 2002",5227222,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus beraduccii","Cordylus beraduccii","Broadley & Branch, 2002",5227222,5227222
"2490",NA,"Cordylus cloetei","Cordylus cloetei Mouton & Van Wyk, 1994",5227196,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus cloetei","Cordylus cloetei","Mouton & Van Wyk, 1994",5227196,5227196
"2491",NA,"Cordylus cordylus","Cordylus cordylus (Linnaeus, 1758)",5227229,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus cordylus","Cordylus cordylus","(Linnaeus, 1758) ",5227229,5227229
"2492",NA,"Cordylus imkeae","Cordylus imkeae Mouton & Van Wyk, 1994",5227260,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus imkeae","Cordylus imkeae","Mouton & Van Wyk, 1994",5227260,5227260
"2493",NA,"Cordylus jonesii","Cordylus jonesii (Boulenger, 1891)",5227200,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus jonesii","Cordylus jonesii","(Boulenger, 1891) ",5227200,5227200
"2494",NA,"Cordylus machadoi","Cordylus machadoi Laurent, 1964",8216411,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus machadoi","Cordylus machadoi","Laurent, 1964",8216411,8216411
"2495",NA,"Cordylus macropholis","Cordylus macropholis (Boulenger, 1910)",5227233,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus macropholis","Cordylus macropholis","(Boulenger, 1910) ",5227233,5227233
"2496",NA,"Cordylus marunguensis","Cordylus marunguensis Greenbaum, Stanley, Kusamba, Moninga, Goldberg & Bursey, 2012",8190579,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus marunguensis","Cordylus marunguensis","Greenbaum, Stanley, Kusamba, Moninga, Goldberg & Bursey, 2012",8190579,8190579
"2497",NA,"Cordylus mclachlani","Cordylus mclachlani Mouton, 1986",5227217,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus mclachlani","Cordylus mclachlani","Mouton, 1986",5227217,5227217
"2498",NA,"Cordylus meculae","Cordylus meculae Branch, Rödel & Marais, 2005",5227216,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus meculae","Cordylus meculae","Branch, Rödel & Marais, 2005",5227216,5227216
"2499",NA,"Cordylus minor","Cordylus minor Fitzsimons, 1943",5227263,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus minor","Cordylus minor","Fitzsimons, 1943",5227263,5227263
"2500",NA,"Cordylus namakuiyus","Cordylus namakuiyus Stanley, Ceríaco, Bandeira, Valerio, Bates & Branch, 2016",8083789,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus namakuiyus","Cordylus namakuiyus","Stanley, Ceríaco, Bandeira, Valerio, Bates & Branch, 2016",8083789,8083789
"2501",NA,"Cordylus niger","Cordylus niger Cuvier, 1829",5227194,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus niger","Cordylus niger","Cuvier, 1829",5227194,5227194
"2502",NA,"Cordylus nyikae","Cordylus nyikae Broadley & Mouton, 2000",5227262,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus nyikae","Cordylus nyikae","Broadley & Mouton, 2000",5227262,5227262
"2503",NA,"Cordylus oelofseni","Cordylus oelofseni Mouton & Van Wyk, 1990",5227235,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus oelofseni","Cordylus oelofseni","Mouton & Van Wyk, 1990",5227235,5227235
"2504",NA,"Cordylus phonolithos","Cordylus phonolithos Marques, Ceríaco, Stanley, Bandeira, Agarwal & Bauer, 2019",10759683,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus phonolithos","Cordylus phonolithos","Marques, Ceríaco, Stanley, Bandeira, Agarwal & Bauer, 2019",10759683,10759683
"2505",NA,"Cordylus rhodesianus","Cordylus rhodesianus (Hewitt, 1933)",5227198,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus rhodesianus","Cordylus rhodesianus","(Hewitt, 1933) ",5227198,5227198
"2506",NA,"Cordylus rivae","Cordylus rivae (Boulenger, 1896)",5227239,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus rivae","Cordylus rivae","(Boulenger, 1896) ",5227239,5227239
"2507",NA,"Cordylus tropidosternum","Cordylus tropidosternum (Cope, 1869)",5227203,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus tropidosternum","Cordylus tropidosternum","(Cope, 1869) ",5227203,5227203
"2508",NA,"Cordylus ukingensis","Cordylus ukingensis (Loveridge, 1932)",5227226,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus ukingensis","Cordylus ukingensis","(Loveridge, 1932) ",5227226,5227226
"2509",NA,"Cordylus vittifer","Cordylus vittifer (Reichenow, 1887)",5227207,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Cordylidae","Cordylus","Cordylus vittifer","Cordylus vittifer","(Reichenow, 1887) ",5227207,5227207
"2510",NA,"Coronelaps lepidus","Coronelaps lepidus (Reinhardt, 1861)",7816635,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Coronelaps","Coronelaps lepidus","Coronelaps lepidus","(Reinhardt, 1861) ",7816635,7816635
"2511",NA,"Coronella austriaca","Coronella austriaca Laurenti, 1768",5959617,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Coronella","Coronella austriaca","Coronella austriaca","Laurenti, 1768",5959617,5959617
"2512",NA,"Coronella brachyura","Coronella brachyura (Günther, 1866)",5959658,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Coronella","Coronella brachyura","Coronella brachyura","(Günther, 1866) ",5959658,5959658
"2513",NA,"Coronella girondica","Coronella girondica (Daudin, 1803)",5959645,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Coronella","Coronella girondica","Coronella girondica","(Daudin, 1803) ",5959645,5959645
"2514",NA,"Correlophus belepensis","Correlophus belepensis Bauer, Whitaker, Sadlier & Jackman, 2012",7523290,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Correlophus","Correlophus belepensis","Correlophus belepensis","Bauer, Whitaker, Sadlier & Jackman, 2012",7523290,7523290
"2515",NA,"Correlophus ciliatus","Correlophus ciliatus Guichenot, 1866",2446592,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Correlophus","Correlophus ciliatus","Correlophus ciliatus","Guichenot, 1866",2446592,2446592
"2516",NA,"Correlophus sarasinorum","Correlophus sarasinorum (Roux, 1913)",8353668,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Correlophus","Correlophus sarasinorum","Correlophus sarasinorum","(Roux, 1913) ",8353668,8353668
"2517",NA,"Corucia zebrata","Corucia zebrata Gray, 1855",2462499,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Scincidae","Corucia","Corucia zebrata","Corucia zebrata","Gray, 1855",2462499,2462499
"2518",NA,"Coryphophylax brevicaudus","Coryphophylax brevicauda Harikrishnan, Vasudevan, Chandramouli, Choudhury, Dutta & Das, 2012",8255797,"FUZZY",98,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Coryphophylax","Coryphophylax brevicauda","Coryphophylax brevicauda","Harikrishnan, Vasudevan, Chandramouli, Choudhury, Dutta & Das, 2012",8255797,8255797
"2519",NA,"Coryphophylax subcristatus","Coryphophylax subcristatus (Blyth, 1860)",2465388,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Coryphophylax","Coryphophylax subcristatus","Coryphophylax subcristatus","(Blyth, 1860) ",2465388,2465388
"2520",NA,"Corytophanes cristatus","Corytophanes cristatus (Merrem, 1820)",2448667,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Corytophanidae","Corytophanes","Corytophanes cristatus","Corytophanes cristatus","(Merrem, 1820) ",2448667,2448667
"2521",NA,"Corytophanes hernandesii","Corytophanes hernandesii (Wiegmann, 1831)",2448670,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Corytophanidae","Corytophanes","Corytophanes hernandesii","Corytophanes hernandesii","(Wiegmann, 1831) ",2448670,2448670
"2522",NA,"Corytophanes percarinatus","Corytophanes percarinatus Duméril, 1856",2448664,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Corytophanidae","Corytophanes","Corytophanes percarinatus","Corytophanes percarinatus","Duméril, 1856",2448664,2448664
"2523",NA,"Crenadactylus horni","Crenadactylus horni (Lucas & Frost, 1895)",9070407,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus horni","Crenadactylus horni","(Lucas & Frost, 1895) ",9070407,9070407
"2524",NA,"Crenadactylus naso","Crenadactylus naso (Storr, 1978)",9130973,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus naso","Crenadactylus naso","(Storr, 1978) ",9130973,9130973
"2525",NA,"Crenadactylus occidentalis","Crenadactylus occidentalis Doughty, Ellis & Oliver, 2016",8919469,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus occidentalis","Crenadactylus occidentalis","Doughty, Ellis & Oliver, 2016",8919469,8919469
"2526",NA,"Crenadactylus ocellatus","Crenadactylus ocellatus (Gray, 1845)",2445124,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus ocellatus","Crenadactylus ocellatus","(Gray, 1845) ",2445124,2445124
"2527",NA,"Crenadactylus pilbarensis","Crenadactylus pilbarensis Doughty, Ellis & Oliver, 2016",8744013,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus pilbarensis","Crenadactylus pilbarensis","Doughty, Ellis & Oliver, 2016",8744013,8744013
"2528",NA,"Crenadactylus rostralis","Crenadactylus rostralis (Storr, 1978)",8829528,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus rostralis","Crenadactylus rostralis","(Storr, 1978) ",8829528,8829528
"2529",NA,"Crenadactylus tuberculatus","Crenadactylus tuberculatus Doughty, Ellis & Oliver, 2016",9227801,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Diplodactylidae","Crenadactylus","Crenadactylus tuberculatus","Crenadactylus tuberculatus","Doughty, Ellis & Oliver, 2016",9227801,9227801
"2530",NA,"Cricosaura typica","Cricosaura typica Gundlach, 1863",2451792,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Xantusiidae","Cricosaura","Cricosaura typica","Cricosaura typica","Gundlach, 1863",2451792,2451792
"2531",NA,"Crisantophis nevermanni","Crisantophis nevermanni (Dunn, 1937)",2452966,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Colubridae","Crisantophis","Crisantophis nevermanni","Crisantophis nevermanni","(Dunn, 1937) ",2452966,2452966
"2532",NA,"Cristidorsa otai","Cristidorsa otai (Mahony, 2009)",11219166,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Cristidorsa","Cristidorsa otai","Cristidorsa otai","(Mahony, 2009) ",11219166,11219166
"2533",NA,"Cristidorsa planidorsata","Cristidorsa planidorsata (Jerdon, 1870)",11172057,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Agamidae","Cristidorsa","Cristidorsa planidorsata","Cristidorsa planidorsata","(Jerdon, 1870) ",11172057,11172057
"2534",NA,"Crocodilurus amazonicus","Crocodilurus amazonicus (Spix, 1825)",2471926,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Squamata",NA,"Teiidae","Crocodilurus","Crocodilurus amazonicus","Crocodilurus amazonicus","(Spix, 1825) ",2471926,2471926
"2535",NA,"Crocodylus acutus","Crocodylus acutus (Cuvier, 1807)",2441329,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus acutus","Crocodylus acutus","(Cuvier, 1807) ",2441329,2441329
"2536",NA,"Crocodylus intermedius","Crocodylus intermedius (Graves, 1819)",2441344,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus intermedius","Crocodylus intermedius","(Graves, 1819) ",2441344,2441344
"2537",NA,"Crocodylus johnstoni","Crocodylus johnstoni Krefft, 1873",9354985,"EXACT",100,"SYNONYM","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus johnsoni","Crocodylus johnstoni","Krefft, 1873",9354985,2441355
"2538",NA,"Crocodylus mindorensis","Crocodylus mindorensis Schmidt, 1935",2441327,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus mindorensis","Crocodylus mindorensis","Schmidt, 1935",2441327,2441327
"2539",NA,"Crocodylus moreletii","Crocodylus moreletii (Duméril & Bibron, 1851)",2441352,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus moreletii","Crocodylus moreletii","(Duméril & Bibron, 1851) ",2441352,2441352
"2540",NA,"Crocodylus niloticus","Crocodylus niloticus Laurenti, 1768",2441341,"EXACT",100,"ACCEPTED","SPECIES","Animalia","Chordata","Crocodylia",NA,"Crocodylidae","Crocodylus","Crocodylus niloticus","Crocodylus niloticus","Laurenti, 1768",2441341,2441341
