occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Geophis incomptus,"Geophis incomptus Duellman, 1959",2453665,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis incomptus,Geophis incomptus,"Duellman, 1959",2453665,
,Geophis juarezi,"Geophis juarezi Nieto-Montes De Oca, 2003",2453669,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis juarezi,Geophis juarezi,"Nieto-Montes De Oca, 2003",2453669,
,Geophis juliai,"Geophis juliai Pérez-Higareda, Smith & López-Luna, 2001",2453764,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis juliai,Geophis juliai,"Pérez-Higareda, Smith & López-Luna, 2001",2453764,
,Geophis laticinctus,"Geophis laticinctus Smith & Williams, 1963",2453707,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis laticinctus,Geophis laticinctus,"Smith & Williams, 1963",2453707,
,Geophis laticollaris,"Geophis laticollaris Smith, Lynch & Altig, 1965",2453667,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis laticollaris,Geophis laticollaris,"Smith, Lynch & Altig, 1965",2453667,
,Geophis latifrontalis,"Geophis latifrontalis Garman, 1883",2453759,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis latifrontalis,Geophis latifrontalis,"Garman, 1883",2453759,
,Geophis maculiferus,"Geophis maculiferus Taylor, 1941",2453671,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis maculiferus,Geophis maculiferus,"Taylor, 1941",2453671,
,Geophis mutitorques,"Geophis mutitorques (Cope, 1885)",2453781,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis mutitorques,Geophis mutitorques,"(Cope, 1885) ",2453781,
,Geophis nasalis,"Geophis nasalis (Cope, 1868)",2453672,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis nasalis,Geophis nasalis,"(Cope, 1868) ",2453672,
,Geophis nephodrymus,"Geophis nephodrymus Townsend & Wilson, 2006",2453677,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis nephodrymus,Geophis nephodrymus,"Townsend & Wilson, 2006",2453677,
,Geophis nigroalbus,"Geophis nigroalbus Boulenger, 1908",2453682,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis nigroalbus,Geophis nigroalbus,"Boulenger, 1908",2453682,
,Geophis nigrocinctus,"Geophis nigrocinctus Duellman, 1959",2453791,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis nigrocinctus,Geophis nigrocinctus,"Duellman, 1959",2453791,
,Geophis omiltemanus,"Geophis omiltemanus Günther, 1893",2453712,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis omiltemanus,Geophis omiltemanus,"Günther, 1893",2453712,
,Geophis petersii,"Geophis petersii Boulenger, 1894",2453729,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis petersii,Geophis petersii,"Boulenger, 1894",2453729,
,Geophis pyburni,"Geophis pyburni Campbell & Murphy, 1977",2453794,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis pyburni,Geophis pyburni,"Campbell & Murphy, 1977",2453794,
,Geophis rhodogaster,"Geophis rhodogaster (Cope, 1868)",2453718,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis rhodogaster,Geophis rhodogaster,"(Cope, 1868) ",2453718,
,Geophis russatus,"Geophis russatus Smith & Williams, 1966",2453732,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis russatus,Geophis russatus,"Smith & Williams, 1966",2453732,
,Geophis ruthveni,"Geophis ruthveni Werner, 1925",2453661,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis ruthveni,Geophis ruthveni,"Werner, 1925",2453661,
,Geophis sallaei,"Geophis sallaei Boulenger, 1894",2453668,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis sallaei,Geophis sallaei,"Boulenger, 1894",2453668,
,Geophis semidoliatus,"Geophis semidoliatus (Duméril, Bibron & Duméril, 1854)",2453708,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis semidoliatus,Geophis semidoliatus,"(Duméril, Bibron & Duméril, 1854) ",2453708,
,Geophis sieboldi,"Geophis sieboldi (Jan, 1862)",2453698,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis sieboldi,Geophis sieboldi,"(Jan, 1862) ",2453698,
,Geophis talamancae,"Geophis talamancae Lips & Savage, 1994",2453664,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis talamancae,Geophis talamancae,"Lips & Savage, 1994",2453664,
,Geophis tarascae,"Geophis tarascae Hartweg, 1959",2453747,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis tarascae,Geophis tarascae,"Hartweg, 1959",2453747,
,Geophis tectus,"Geophis tectus Savage & Watling, 2008",7929231,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis tectus,Geophis tectus,"Savage & Watling, 2008",7929231,
,Geophis zeledoni,"Geophis zeledoni Taylor, 1954",2453704,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Geophis,Geophis zeledoni,Geophis zeledoni,"Taylor, 1954",2453704,
,Geoscincus haraldmeieri,"Geoscincus haraldmeieri (Böhme, 1976)",2463498,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Geoscincus,Geoscincus haraldmeieri,Geoscincus haraldmeieri,"(Böhme, 1976) ",2463498,
,Gerarda prevostiana,"Gerarda prevostiana (Eydoux & Gervais, 1837)",2457717,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Homalopsidae,Gerarda,Gerarda prevostiana,Gerarda prevostiana,"(Eydoux & Gervais, 1837) ",2457717,
,Gerrhonotus infernalis,"Gerrhonotus infernalis Baird, 1859",2468299,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Gerrhonotus,Gerrhonotus infernalis,Gerrhonotus infernalis,"Baird, 1859",2468299,
,Gerrhonotus liocephalus,"Gerrhonotus liocephalus Wiegmann, 1828",2468304,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Gerrhonotus,Gerrhonotus liocephalus,Gerrhonotus liocephalus,"Wiegmann, 1828",2468304,
,Gerrhonotus lugoi,"Gerrhonotus lugoi Mccoy, 1970",2468298,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Gerrhonotus,Gerrhonotus lugoi,Gerrhonotus lugoi,"Mccoy, 1970",2468298,
,Gerrhonotus ophiurus,"Gerrhonotus ophiurus Cope, 1867",2468309,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Gerrhonotus,Gerrhonotus ophiurus,Gerrhonotus ophiurus,"Cope, 1867",2468309,
,Gerrhonotus parvus,"Gerrhonotus parvus Knight & Scudday, 1985",2468302,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Anguidae,Gerrhonotus,Gerrhonotus parvus,Gerrhonotus parvus,"Knight & Scudday, 1985",2468302,
,Gerrhopilus andamanensis,"Gerrhopilus andamanensis (Stoliczka, 1871)",8312029,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus andamanensis,Gerrhopilus andamanensis,"(Stoliczka, 1871) ",8312029,
,Gerrhopilus ater,"Gerrhopilus ater (Schlegel, 1839)",7747637,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus ater,Gerrhopilus ater,"(Schlegel, 1839) ",7747637,
,Gerrhopilus beddomii,"Gerrhopilus beddomii (Boulenger, 1890)",8237696,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus beddomii,Gerrhopilus beddomii,"(Boulenger, 1890) ",8237696,
,Gerrhopilus bisubocularis,"Gerrhopilus bisubocularis (Boettger, 1893)",7371292,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus bisubocularis,Gerrhopilus bisubocularis,"(Boettger, 1893) ",7371292,
,Gerrhopilus ceylonicus,"Gerrhopilus ceylonicus (Smith, 1943)",7796184,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus ceylonicus,Gerrhopilus ceylonicus,"(Smith, 1943) ",7796184,
,Gerrhopilus depressiceps,"Gerrhopilus depressiceps (Sternfeld, 1913)",7821833,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus depressiceps,Gerrhopilus depressiceps,"(Sternfeld, 1913) ",7821833,
,Gerrhopilus floweri,"Gerrhopilus floweri (Boulenger, 1899)",8216730,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus floweri,Gerrhopilus floweri,"(Boulenger, 1899) ",8216730,
,Gerrhopilus fredparkeri,"Gerrhopilus fredparkeri (Wallach, 1996)",7442787,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus fredparkeri,Gerrhopilus fredparkeri,"(Wallach, 1996) ",7442787,
,Gerrhopilus hades,"Gerrhopilus hades (Kraus, 2005)",8017634,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus hades,Gerrhopilus hades,"(Kraus, 2005) ",8017634,
,Gerrhopilus hedraeus,"Gerrhopilus hedraeus (Savage, 1950)",8389668,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus hedraeus,Gerrhopilus hedraeus,"(Savage, 1950) ",8389668,
,Gerrhopilus inornatus,"Gerrhopilus inornatus (Boulenger, 1888)",7870301,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus inornatus,Gerrhopilus inornatus,"(Boulenger, 1888) ",7870301,
,Gerrhopilus mcdowelli,"Gerrhopilus mcdowelli (Wallach, 1996)",8314854,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus mcdowelli,Gerrhopilus mcdowelli,"(Wallach, 1996) ",8314854,
,Gerrhopilus mirus,"Gerrhopilus mirus (Jan, 1860)",7559328,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus mirus,Gerrhopilus mirus,"(Jan, 1860) ",7559328,
,Gerrhopilus oligolepis,"Gerrhopilus oligolepis (Wall, 1909)",7793471,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus oligolepis,Gerrhopilus oligolepis,"(Wall, 1909) ",7793471,
,Gerrhopilus thurstoni,"Gerrhopilus thurstoni (Boettger, 1890)",9365959,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus thurstoni,Gerrhopilus thurstoni,"(Boettger, 1890) ",9365959,
,Gerrhopilus tindalli,"Gerrhopilus tindalli (Smith, 1943)",7512013,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhopilidae,Gerrhopilus,Gerrhopilus tindalli,Gerrhopilus tindalli,"(Smith, 1943) ",7512013,
,Gerrhosaurus auritus,"Gerrhosaurus auritus Boettger, 1887",2451624,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus auritus,Gerrhosaurus auritus,"Boettger, 1887",2451624,
,Gerrhosaurus bulsi,"Gerrhosaurus bulsi Laurent, 1954",6158968,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus bulsi,Gerrhosaurus bulsi,"Laurent, 1954",6158968,
,Gerrhosaurus flavigularis,"Gerrhosaurus flavigularis Wiegmann, 1828",6158983,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus flavigularis,Gerrhosaurus flavigularis,"Wiegmann, 1828",6158983,
,Gerrhosaurus intermedius,"Gerrhosaurus intermedius Lönnberg, 1907",11328063,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus intermedius,Gerrhosaurus intermedius,"Lönnberg, 1907",11328063,
,Gerrhosaurus multilineatus,"Gerrhosaurus multilineatus Bocage, 1866",6158962,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus multilineatus,Gerrhosaurus multilineatus,"Bocage, 1866",6158962,
,Gerrhosaurus nigrolineatus,"Gerrhosaurus nigrolineatus Hallowell, 1857",6158981,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus nigrolineatus,Gerrhosaurus nigrolineatus,"Hallowell, 1857",6158981,
,Gerrhosaurus skoogi,"Gerrhosaurus skoogi Andersson, 1916",6158978,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus skoogi,Gerrhosaurus skoogi,"Andersson, 1916",6158978,
,Gerrhosaurus typicus,"Gerrhosaurus typicus (Smith, 1837)",6158969,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gerrhosauridae,Gerrhosaurus,Gerrhosaurus typicus,Gerrhosaurus typicus,"(Smith, 1837) ",6158969,
,Glaphyromorphus arnhemicus,"Glaphyromorphus arnhemicus (Storr, 1967)",2462581,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus arnhemicus,Glaphyromorphus arnhemicus,"(Storr, 1967) ",2462581,
,Glaphyromorphus clandestinus,"Glaphyromorphus clandestinus Hoskin & Couper, 2004",2462586,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus clandestinus,Glaphyromorphus clandestinus,"Hoskin & Couper, 2004",2462586,
,Glaphyromorphus cracens,"Glaphyromorphus cracens (Greer, 1985)",2462553,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus cracens,Glaphyromorphus cracens,"(Greer, 1985) ",2462553,
,Glaphyromorphus crassicaudus,"Glaphyromorphus crassicauda (Duméril & Duméril, 1851)",2462598,FUZZY,98,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus crassicauda,Glaphyromorphus crassicauda,"(Duméril & Duméril, 1851) ",2462598,
,Glaphyromorphus darwiniensis,"Glaphyromorphus darwiniensis (Storr, 1967)",2462578,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus darwiniensis,Glaphyromorphus darwiniensis,"(Storr, 1967) ",2462578,
,Glaphyromorphus fuscicaudis,"Glaphyromorphus fuscicaudis (Greer, 1979)",2462587,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus fuscicaudis,Glaphyromorphus fuscicaudis,"(Greer, 1979) ",2462587,
,Glaphyromorphus mjobergi,"Glaphyromorphus mjobergi (Lönnberg & Andersson, 1915)",2462589,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus mjobergi,Glaphyromorphus mjobergi,"(Lönnberg & Andersson, 1915) ",2462589,
,Glaphyromorphus nigricaudis,"Glaphyromorphus nigricaudis (Macleay, 1877)",2462608,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus nigricaudis,Glaphyromorphus nigricaudis,"(Macleay, 1877) ",2462608,
,Glaphyromorphus nyanchupinta,"Glaphyromorphus nyanchupinta Hoskin & Couper, 2014",9307586,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus nyanchupinta,Glaphyromorphus nyanchupinta,"Hoskin & Couper, 2014",9307586,
,Glaphyromorphus othelarrni,"Glaphyromorphus othelarrni Hoskin & Couper, 2014",9488916,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus othelarrni,Glaphyromorphus othelarrni,"Hoskin & Couper, 2014",9488916,
,Glaphyromorphus pumilus,"Glaphyromorphus pumilus (Boulenger, 1887)",2462545,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus pumilus,Glaphyromorphus pumilus,"(Boulenger, 1887) ",2462545,
,Glaphyromorphus punctulatus,"Glaphyromorphus punctulatus (Peters, 1871)",2462594,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Scincidae,Glaphyromorphus,Glaphyromorphus punctulatus,Glaphyromorphus punctulatus,"(Peters, 1871) ",2462594,
,Gloydius blomhoffii,"Gloydius blomhoffii (Boie, 1826)",8963116,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius blomhoffii,Gloydius blomhoffii,"(Boie, 1826) ",8963116,
,Gloydius brevicaudus,"Gloydius brevicauda (Stejneger, 1907)",2444545,FUZZY,98,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius brevicauda,Gloydius brevicauda,"(Stejneger, 1907) ",2444545,
,Gloydius halys,"Gloydius halys (Pallas, 1776)",8544034,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius halys,Gloydius halys,"(Pallas, 1776) ",8544034,
,Gloydius himalayanus,"Gloydius himalayanus (Günther, 1864)",2444570,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius himalayanus,Gloydius himalayanus,"(Günther, 1864) ",2444570,
,Gloydius intermedius,"Gloydius intermedius (Strauch, 1868)",2444616,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius intermedius,Gloydius intermedius,"(Strauch, 1868) ",2444616,
,Gloydius monticola,"Gloydius monticola (Werner, 1922)",2444585,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius monticola,Gloydius monticola,"(Werner, 1922) ",2444585,
,Gloydius rickmersi,"Gloydius rickmersi Wagner, Tiutenko, Borkin & Simonov, 2015",9378577,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius rickmersi,Gloydius rickmersi,"Wagner, Tiutenko, Borkin & Simonov, 2015",9378577,
,Gloydius shedaoensis,"Gloydius shedaoensis (Zhao, 1979)",2444581,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius shedaoensis,Gloydius shedaoensis,"(Zhao, 1979) ",2444581,
,Gloydius strauchi,"Gloydius strauchi (Bedriaga, 1912)",2444556,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius strauchi,Gloydius strauchi,"(Bedriaga, 1912) ",2444556,
,Gloydius tsushimaensis,"Gloydius tsushimaensis (Isogawa, Moriya & Mitsui, 1994)",2444579,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius tsushimaensis,Gloydius tsushimaensis,"(Isogawa, Moriya & Mitsui, 1994) ",2444579,
,Gloydius ussuriensis,"Gloydius ussuriensis (Emelianov, 1929)",2444547,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Gloydius,Gloydius ussuriensis,Gloydius ussuriensis,"(Emelianov, 1929) ",2444547,
,Glyptemys insculpta,"Glyptemys insculpta (Le Conte, 1830)",2443115,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Emydidae,Glyptemys,Glyptemys insculpta,Glyptemys insculpta,"(Le Conte, 1830) ",2443115,
,Glyptemys muhlenbergii,"Glyptemys muhlenbergii (Schoepff, 1801)",2443122,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Testudines,,Emydidae,Glyptemys,Glyptemys muhlenbergii,Glyptemys muhlenbergii,"(Schoepff, 1801) ",2443122,
,Goggia braacki,"Goggia braacki (Good, Bauer & Branch, 1996)",2448196,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia braacki,Goggia braacki,"(Good, Bauer & Branch, 1996) ",2448196,
,Goggia essexi,"Goggia essexi (Hewitt, 1925)",2448184,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia essexi,Goggia essexi,"(Hewitt, 1925) ",2448184,
,Goggia gemmula,"Goggia gemmula (Bauer, Branch & Good, 1996)",2448200,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia gemmula,Goggia gemmula,"(Bauer, Branch & Good, 1996) ",2448200,
,Goggia hewitti,"Goggia hewitti (Branch, Bauer & Good, 1995)",2448194,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia hewitti,Goggia hewitti,"(Branch, Bauer & Good, 1995) ",2448194,
,Goggia hexapora,"Goggia hexapora (Branch, Bauer & Good, 1995)",2448198,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia hexapora,Goggia hexapora,"(Branch, Bauer & Good, 1995) ",2448198,
,Goggia incognita,"Goggia incognita Heinicke, Turk & Bauer', 2017",9471459,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia incognita,Goggia incognita,"Heinicke, Turk & Bauer', 2017",9471459,
,Goggia lineata,"Goggia lineata (Gray, 1838)",2448190,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia lineata,Goggia lineata,"(Gray, 1838) ",2448190,
,Goggia matzikamaensis,"Goggia matzikamaensis Heinicke, Turk & Bauer, 2017",9487196,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia matzikamaensis,Goggia matzikamaensis,"Heinicke, Turk & Bauer, 2017",9487196,
,Goggia microlepidota,"Goggia microlepidota (Fitzsimons, 1939)",2448182,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia microlepidota,Goggia microlepidota,"(Fitzsimons, 1939) ",2448182,
,Goggia rupicola,"Goggia rupicola (Fitzsimons, 1938)",2448187,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gekkonidae,Goggia,Goggia rupicola,Goggia rupicola,"(Fitzsimons, 1938) ",2448187,
,Gomesophis brasiliensis,"Gomesophis brasiliensis (Gomes, 1918)",2458622,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Gomesophis,Gomesophis brasiliensis,Gomesophis brasiliensis,"(Gomes, 1918) ",2458622,
,Gonatodes albogularis,"Gonatodes albogularis (Duméril & Bibron, 1836)",2447609,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes albogularis,Gonatodes albogularis,"(Duméril & Bibron, 1836) ",2447609,
,Gonatodes alexandermendesi,"Gonatodes alexandermendesi Cole & Kok, 2006",2447623,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes alexandermendesi,Gonatodes alexandermendesi,"Cole & Kok, 2006",2447623,
,Gonatodes annularis,"Gonatodes annularis Boulenger, 1887",2447624,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes annularis,Gonatodes annularis,"Boulenger, 1887",2447624,
,Gonatodes antillensis,"Gonatodes antillensis (Lidth De Jeude, 1887)",2447592,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes antillensis,Gonatodes antillensis,"(Lidth De Jeude, 1887) ",2447592,
,Gonatodes astralis,"Gonatodes astralis Schargel, Rivas, Makowsky, Señaris, Natera, Barros, Molina & Barrio-Amorós, 2010",5843295,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes astralis,Gonatodes astralis,"Schargel, Rivas, Makowsky, Señaris, Natera, Barros, Molina & Barrio-Amorós, 2010",5843295,
,Gonatodes atricucullaris,"Gonatodes atricucullaris Noble, 1921",2447617,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes atricucullaris,Gonatodes atricucullaris,"Noble, 1921",2447617,
,Gonatodes caudiscutatus,"Gonatodes caudiscutatus (Günther, 1859)",2447594,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes caudiscutatus,Gonatodes caudiscutatus,"(Günther, 1859) ",2447594,
,Gonatodes ceciliae,"Gonatodes ceciliae Donoso-Barros, 1966",2447618,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes ceciliae,Gonatodes ceciliae,"Donoso-Barros, 1966",2447618,
,Gonatodes concinnatus,"Gonatodes concinnatus (O'Shaughnessy, 1881)",8660195,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes concinnatus,Gonatodes concinnatus,"(O'Shaughnessy, 1881) ",8660195,
,Gonatodes daudini,"Gonatodes daudini Powell & Henderson, 2005",2447608,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Sphaerodactylidae,Gonatodes,Gonatodes daudini,Gonatodes daudini,"Powell & Henderson, 2005",2447608,
