occurrenceId,verbatimScientificName_(GRA),scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species_(GBIF),canonicalName,authorship,usageKey,acceptedUsageKey
,Atractus latifrons,"Atractus latifrons (Günther, 1868)",5223901,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus latifrons,Atractus latifrons,"(Günther, 1868) ",5223901,
,Atractus lehmanni,"Atractus lehmanni Boettger, 1898",5223908,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus lehmanni,Atractus lehmanni,"Boettger, 1898",5223908,
,Atractus loveridgei,"Atractus loveridgei Amaral, 1930",5223923,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus loveridgei,Atractus loveridgei,"Amaral, 1930",5223923,
,Atractus macondo,"Atractus macondo Passos, Lynch & Fernandes, 2009",8021662,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus macondo,Atractus macondo,"Passos, Lynch & Fernandes, 2009",8021662,
,Atractus maculatus,"Atractus maculatus (Günther, 1858)",5223934,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus maculatus,Atractus maculatus,"(Günther, 1858) ",5223934,
,Atractus major,"Atractus major Boulenger, 1894",5223919,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus major,Atractus major,"Boulenger, 1894",5223919,
,Atractus manizalesensis,"Atractus manizalesensis Prado, 1940",5223928,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus manizalesensis,Atractus manizalesensis,"Prado, 1940",5223928,
,Atractus mariselae,"Atractus mariselae Lancini, 1969",5223925,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus mariselae,Atractus mariselae,"Lancini, 1969",5223925,
,Atractus matthewi,"Atractus matthewi Markezich & Barrio-Amorós, 2004",5223961,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus matthewi,Atractus matthewi,"Markezich & Barrio-Amorós, 2004",5223961,
,Atractus medusa,"Atractus medusa Passos, Mueses-Cisneros, Lynch & Fernandes, 2009",8193055,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus medusa,Atractus medusa,"Passos, Mueses-Cisneros, Lynch & Fernandes, 2009",8193055,
,Atractus melanogaster,"Atractus melanogaster Werner, 1916",5223939,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus melanogaster,Atractus melanogaster,"Werner, 1916",5223939,
,Atractus melas,"Atractus melas Boulenger, 1908",5223944,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus melas,Atractus melas,"Boulenger, 1908",5223944,
,Atractus meridensis,"Atractus meridensis Esqueda & La Marca, 2005",5223950,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus meridensis,Atractus meridensis,"Esqueda & La Marca, 2005",5223950,
,Atractus micheleae,"Atractus micheleae Esqueda & La Marca, 2005",5223943,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus micheleae,Atractus micheleae,"Esqueda & La Marca, 2005",5223943,
,Atractus microrhynchus,"Atractus microrhynchus (Cope, 1868)",5223936,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus microrhynchus,Atractus microrhynchus,"(Cope, 1868) ",5223936,
,Atractus mijaresi,"Atractus mijaresi Esqueda & La Marca, 2005",5223929,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus mijaresi,Atractus mijaresi,"Esqueda & La Marca, 2005",5223929,
,Atractus modestus,"Atractus modestus Boulenger, 1894",5223959,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus modestus,Atractus modestus,"Boulenger, 1894",5223959,
,Atractus multicinctus,"Atractus multicinctus (Jan, 1865)",5223969,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus multicinctus,Atractus multicinctus,"(Jan, 1865) ",5223969,
,Atractus multidentatus,"Atractus multidentatus Passos, Rivas-Fuenmayor & Barrio-Amorós, 2009",7564668,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus multidentatus,Atractus multidentatus,"Passos, Rivas-Fuenmayor & Barrio-Amorós, 2009",7564668,
,Atractus nasutus,"Atractus nasutus Passos, Fernandes & Lynch, 2009",7399836,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus nasutus,Atractus nasutus,"Passos, Fernandes & Lynch, 2009",7399836,
,Atractus natans,"Atractus natans Hoogmoed & Prudente, 2003",5223930,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus natans,Atractus natans,"Hoogmoed & Prudente, 2003",5223930,
,Atractus nicefori,"Atractus nicefori Amaral, 1930",5223977,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus nicefori,Atractus nicefori,"Amaral, 1930",5223977,
,Atractus nigricaudus,"Atractus nigricauda Schmidt & Walker, 1943",5223967,FUZZY,98,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus nigricauda,Atractus nigricauda,"Schmidt & Walker, 1943",5223967,
,Atractus nigriventris,"Atractus nigriventris Amaral, 1933",5223974,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus nigriventris,Atractus nigriventris,"Amaral, 1933",5223974,
,Atractus obesus,"Atractus obesus Marx, 1960",5223985,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus obesus,Atractus obesus,"Marx, 1960",5223985,
,Atractus obtusirostris,"Atractus obtusirostris Werner, 1916",5223980,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus obtusirostris,Atractus obtusirostris,"Werner, 1916",5223980,
,Atractus occidentalis,"Atractus occidentalis Savage, 1955",5223988,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus occidentalis,Atractus occidentalis,"Savage, 1955",5223988,
,Atractus occipitoalbus,"Atractus occipitoalbus (Jan, 1862)",5223857,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus occipitoalbus,Atractus occipitoalbus,"(Jan, 1862) ",5223857,
,Atractus ochrosetrus,"Atractus ochrosetrus Esqueda & La Marca, 2005",5223949,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus ochrosetrus,Atractus ochrosetrus,"Esqueda & La Marca, 2005",5223949,
,Atractus oculotemporalis,"Atractus oculotemporalis Amaral, 1932",5223868,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus oculotemporalis,Atractus oculotemporalis,"Amaral, 1932",5223868,
,Atractus orcesi,"Atractus orcesi Savage, 1955",5223858,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus orcesi,Atractus orcesi,"Savage, 1955",5223858,
,Atractus paisa,"Atractus paisa Passos, Fernandes & Lynch, 2009",7561994,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus paisa,Atractus paisa,"Passos, Fernandes & Lynch, 2009",7561994,
,Atractus pamplonensis,"Atractus pamplonensis Amaral, 1937",5223877,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus pamplonensis,Atractus pamplonensis,"Amaral, 1937",5223877,
,Atractus pantostictus,"Atractus pantostictus Fernandes & Puorto, 1993",5223890,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus pantostictus,Atractus pantostictus,"Fernandes & Puorto, 1993",5223890,
,Atractus paraguayensis,"Atractus paraguayensis Werner, 1924",5223896,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus paraguayensis,Atractus paraguayensis,"Werner, 1924",5223896,
,Atractus paravertebralis,"Atractus paravertebralis Henle & Ehrl, 1991",5223874,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus emmeli,Atractus paravertebralis,"Henle & Ehrl, 1991",5223874,5223963
,Atractus paucidens,"Atractus paucidens (Despax, 1910)",5223888,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus paucidens,Atractus paucidens,"(Despax, 1910) ",5223888,
,Atractus pauciscutatus,"Atractus pauciscutatus Schmidt & Walker, 1943",5223895,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus pauciscutatus,Atractus pauciscutatus,"Schmidt & Walker, 1943",5223895,
,Atractus poeppigi,"Atractus poeppigi (Jan, 1862)",5223898,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus poeppigi,Atractus poeppigi,"(Jan, 1862) ",5223898,
,Atractus potschi,"Atractus potschi Fernandes, 1995",5223907,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus potschi,Atractus potschi,"Fernandes, 1995",5223907,
,Atractus punctiventris,"Atractus punctiventris Amaral, 1933",5223914,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus punctiventris,Atractus punctiventris,"Amaral, 1933",5223914,
,Atractus resplendens,"Atractus resplendens Werner, 1901",5223921,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus resplendens,Atractus resplendens,"Werner, 1901",5223921,
,Atractus reticulatus,"Atractus reticulatus (Boulenger, 1885)",5223931,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus reticulatus,Atractus reticulatus,"(Boulenger, 1885) ",5223931,
,Atractus riveroi,"Atractus riveroi Roze, 1961",5223918,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus riveroi,Atractus riveroi,"Roze, 1961",5223918,
,Atractus ronnie,"Atractus ronnie Passos, Fernandes & Borges-Nojosa, 2007",7928811,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus ronnie,Atractus ronnie,"Passos, Fernandes & Borges-Nojosa, 2007",7928811,
,Atractus roulei,"Atractus roulei Despax, 1910",5223927,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus roulei,Atractus roulei,"Despax, 1910",5223927,
,Atractus sanctaemartae,"Atractus sanctaemartae Dunn, 1946",5223941,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus sanctaemartae,Atractus sanctaemartae,"Dunn, 1946",5223941,
,Atractus sanguineus,"Atractus sanguineus Prado, 1944",5223947,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus sanguineus,Atractus sanguineus,"Prado, 1944",5223947,
,Atractus savagei,"Atractus savagei Salazar-Valenzuela, Torres-Carvajal & Passos, 2014",9502908,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus savagei,Atractus savagei,"Salazar-Valenzuela, Torres-Carvajal & Passos, 2014",9502908,
,Atractus schach,"Atractus schach (Boie, 1827)",5223955,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus schach,Atractus schach,"(Boie, 1827) ",5223955,
,Atractus serranus,"Atractus serranus Amaral, 1930",5223953,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus serranus,Atractus serranus,"Amaral, 1930",5223953,
,Atractus snethlageae,"Atractus snethlageae Da Cunha & Do Nascimento, 1983",5223957,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus snethlageae,Atractus snethlageae,"Da Cunha & Do Nascimento, 1983",5223957,
,Atractus spinalis,"Atractus spinalis Passos, Texeira Jr, Recoder, De Sena, Dal Vechio, De Arruda Pinto, Mendonça, Cassimiro & Rodrigues, 2013",9339655,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus spinalis,Atractus spinalis,"Passos, Texeira Jr, Recoder, De Sena, Dal Vechio, De Arruda Pinto, Mendonça, Cassimiro & Rodrigues, 2013",9339655,
,Atractus steyermarki,"Atractus steyermarki Roze, 1958",5223968,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus steyermarki,Atractus steyermarki,"Roze, 1958",5223968,
,Atractus surucucu,"Atractus surucucu Prudente, 2008",7875844,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus surucucu,Atractus surucucu,"Prudente, 2008",7875844,
,Atractus tamaensis,"Atractus tamaensis Esqueda & La Marca, 2005",5223865,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus tamaensis,Atractus tamaensis,"Esqueda & La Marca, 2005",5223865,
,Atractus tamessari,"Atractus tamessari Kok, 2006",5223951,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus tamessari,Atractus tamessari,"Kok, 2006",5223951,
,Atractus taphorni,"Atractus taphorni Schargel & García-Pérez, 2002",5223987,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus taphorni,Atractus taphorni,"Schargel & García-Pérez, 2002",5223987,
,Atractus thalesdelemai,"Atractus thalesdelemai Passos, Fernandes & Zanella, 2005",5223910,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus thalesdelemai,Atractus thalesdelemai,"Passos, Fernandes & Zanella, 2005",5223910,
,Atractus titanicus,"Atractus titanicus Passos, Fernandes & Lynch, 2009",7699658,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus titanicus,Atractus titanicus,"Passos, Fernandes & Lynch, 2009",7699658,
,Atractus torquatus,"Atractus torquatus (Duméril, Bibron & Duméril, 1854)",5223964,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus torquatus,Atractus torquatus,"(Duméril, Bibron & Duméril, 1854) ",5223964,
,Atractus touzeti,"Atractus touzeti Schargel, Lamar, Passos, Valencia, Cisneros-Hereda & Campbell, 2013",8504477,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus touzeti,Atractus touzeti,"Schargel, Lamar, Passos, Valencia, Cisneros-Hereda & Campbell, 2013",8504477,
,Atractus trihedrurus,"Atractus trihedrurus Amaral, 1926",5223973,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus trihedrurus,Atractus trihedrurus,"Amaral, 1926",5223973,
,Atractus trilineatus,"Atractus trilineatus Wagler, 1828",5223983,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus trilineatus,Atractus trilineatus,"Wagler, 1828",5223983,
,Atractus trivittatus,"Atractus trivittatus Amaral, 1933",5223990,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus trivittatus,Atractus trivittatus,"Amaral, 1933",5223990,
,Atractus turikensis,"Atractus turikensis Barros, 2000",5223975,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus turikensis,Atractus turikensis,"Barros, 2000",5223975,
,Atractus typhon,"Atractus typhon Passos, Mueses-Cisneros, Lynch & Fernandes, 2009",8297815,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus typhon,Atractus typhon,"Passos, Mueses-Cisneros, Lynch & Fernandes, 2009",8297815,
,Atractus univittatus,"Atractus univittatus (Jan, 1862)",5223861,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus fuliginosus,Atractus univittatus,"(Jan, 1862) ",5223861,5223860
,Atractus variegatus,"Atractus variegatus Prado, 1942",5223870,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus variegatus,Atractus variegatus,"Prado, 1942",5223870,
,Atractus ventrimaculatus,"Atractus ventrimaculatus Boulenger, 1905",5223867,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus ventrimaculatus,Atractus ventrimaculatus,"Boulenger, 1905",5223867,
,Atractus vertebralis,"Atractus vertebralis Boulenger, 1904",5223876,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus vertebralis,Atractus vertebralis,"Boulenger, 1904",5223876,
,Atractus vertebrolineatus,"Atractus vertebrolineatus Prado, 1941",5223889,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus vertebrolineatus,Atractus vertebrolineatus,"Prado, 1941",5223889,
,Atractus vittatus,"Atractus vittatus Boulenger, 1894",5223863,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus vittatus,Atractus vittatus,"Boulenger, 1894",5223863,
,Atractus wagleri,"Atractus wagleri Prado, 1945",5223871,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus wagleri,Atractus wagleri,"Prado, 1945",5223871,
,Atractus werneri,"Atractus werneri Peracca, 1914",5223879,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus werneri,Atractus werneri,"Peracca, 1914",5223879,
,Atractus zebrinus,"Atractus zebrinus (Jan, 1862)",10414559,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus zebrinus,Atractus zebrinus,"(Jan, 1862) ",10414559,
,Atractus zidoki,"Atractus zidoki Gasc & Rodrigues, 1979",5223892,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atractus,Atractus zidoki,Atractus zidoki,"Gasc & Rodrigues, 1979",5223892,
,Atretium schistosum,"Atretium schistosum (Daudin, 1803)",8955972,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atretium,Atretium schistosum,Atretium schistosum,"(Daudin, 1803) ",8955972,
,Atretium yunnanensis,"Atretium yunnanensis Anderson, 1879",2453454,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Colubridae,Atretium,Atretium yunnanensis,Atretium yunnanensis,"Anderson, 1879",2453454,
,Atropoides indomitus,"Atropoides indomitus E.N.Smith & Ferrari-Castro, 2008",7406316,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Metlapilcoatlus,Metlapilcoatlus indomitus,Atropoides indomitus,"E.N.Smith & Ferrari-Castro, 2008",7406316,11187634
,Atropoides mexicanus,"Atropoides mexicanus (Duméril, Bibron & Duméril, 1854)",5960842,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Metlapilcoatlus,Metlapilcoatlus mexicanus,Atropoides mexicanus,"(Duméril, Bibron & Duméril, 1854) ",5960842,11151347
,Atropoides nummifer,"Atropoides nummifer (Rüppel, 1845)",2444130,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Metlapilcoatlus,Metlapilcoatlus borealis,Atropoides nummifer,"(Rüppel, 1845) ",2444130,11447594
,Atropoides occiduus,"Atropoides occiduus Hoge, 1966",8303651,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Metlapilcoatlus,Metlapilcoatlus occiduus,Atropoides occiduus,"Hoge, 1966",8303651,11167810
,Atropoides olmec,"Atropoides olmec (Pérez-Higareda, Smith & Juliá, 1985)",2444137,EXACT,100,SYNONYM,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Metlapilcoatlus,Metlapilcoatlus olmec,Atropoides olmec,"(Pérez-Higareda, Smith & Juliá, 1985) ",2444137,11183450
,Atropoides picadoi,"Atropoides picadoi (Dunn, 1939)",2444133,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Atropoides,Atropoides picadoi,Atropoides picadoi,"(Dunn, 1939) ",2444133,
,Aurivela longicauda,"Aurivela longicauda (Bell, 1843)",7850134,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Teiidae,Aurivela,Aurivela longicauda,Aurivela longicauda,"(Bell, 1843) ",7850134,
,Aurivela tergolaevigata,"Aurivela tergolaevigata (Cabrera, 2004)",7657132,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Teiidae,Aurivela,Aurivela tergolaevigata,Aurivela tergolaevigata,"(Cabrera, 2004) ",7657132,
,Australolacerta australis,"Australolacerta australis (Hewitt, 1926)",2469352,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Lacertidae,Australolacerta,Australolacerta australis,Australolacerta australis,"(Hewitt, 1926) ",2469352,
,Austrelaps labialis,"Austrelaps labialis (Jan, 1859)",2449883,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Elapidae,Austrelaps,Austrelaps labialis,Austrelaps labialis,"(Jan, 1859) ",2449883,
,Austrelaps ramsayi,"Austrelaps ramsayi (Krefft, 1864)",2449889,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Elapidae,Austrelaps,Austrelaps ramsayi,Austrelaps ramsayi,"(Krefft, 1864) ",2449889,
,Austrelaps superbus,"Austrelaps superbus (Günther, 1858)",2449884,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Elapidae,Austrelaps,Austrelaps superbus,Austrelaps superbus,"(Günther, 1858) ",2449884,
,Azemiops feae,"Azemiops feae Boulenger, 1888",2443714,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Viperidae,Azemiops,Azemiops feae,Azemiops feae,"Boulenger, 1888",2443714,
,Bachia alleni,"Bachia alleni (Barbour, 1914)",9456052,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia alleni,Bachia alleni,"(Barbour, 1914) ",9456052,
,Bachia barbouri,"Bachia barbouri Burt & Burt, 1931",5222339,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia barbouri,Bachia barbouri,"Burt & Burt, 1931",5222339,
,Bachia beebei,"Bachia beebei Murphy, Salvi, Santos, Braswell, Charles, Borzée & Jowers, 2019",10773917,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia beebei,Bachia beebei,"Murphy, Salvi, Santos, Braswell, Charles, Borzée & Jowers, 2019",10773917,
,Bachia bicolor,"Bachia bicolor (Cope, 1896)",5222342,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia bicolor,Bachia bicolor,"(Cope, 1896) ",5222342,
,Bachia blairi,"Bachia blairi (Dunn, 1940)",7851576,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia blairi,Bachia blairi,"(Dunn, 1940) ",7851576,
,Bachia bresslaui,"Bachia bresslaui (Amaral, 1935)",5222329,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia bresslaui,Bachia bresslaui,"(Amaral, 1935) ",5222329,
,Bachia cacerensis,"Bachia cacerensis Castrillon & Strussman, 1998",5222333,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia cacerensis,Bachia cacerensis,"Castrillon & Strussman, 1998",5222333,
,Bachia didactyla,"Bachia didactyla De Freitas, Strüssmann, De Carvalho, Kawashita-Ribeiro & Mott, 2011",8112439,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia didactyla,Bachia didactyla,"De Freitas, Strüssmann, De Carvalho, Kawashita-Ribeiro & Mott, 2011",8112439,
,Bachia dorbignyi,"Bachia dorbignyi (Duméril & Bibron, 1839)",5222336,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia dorbignyi,Bachia dorbignyi,"(Duméril & Bibron, 1839) ",5222336,
,Bachia flavescens,"Bachia flavescens (Bonnaterre, 1789)",5222351,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia flavescens,Bachia flavescens,"(Bonnaterre, 1789) ",5222351,
,Bachia geralista,"Bachia geralista Teixeira, Sousa-Recoder, Camacho, De Sena, Navas & Rodrigues, 2013",7944091,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia geralista,Bachia geralista,"Teixeira, Sousa-Recoder, Camacho, De Sena, Navas & Rodrigues, 2013",7944091,
,Bachia guianensis,"Bachia guianensis Hoogmoed & Dixon, 1977",5222311,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia guianensis,Bachia guianensis,"Hoogmoed & Dixon, 1977",5222311,
,Bachia heteropa,"Bachia heteropa (Lichtenstein & Martens, 1856)",5222314,EXACT,99,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia heteropa,Bachia heteropa,"(Lichtenstein & Martens, 1856) ",5222314,
,Bachia huallagana,"Bachia huallagana Dixon, 1973",5222326,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia huallagana,Bachia huallagana,"Dixon, 1973",5222326,
,Bachia intermedia,"Bachia intermedia Noble, 1921",5222331,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia intermedia,Bachia intermedia,"Noble, 1921",5222331,
,Bachia lineata,"Bachia lineata (Boulenger, 1903)",5222323,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia lineata,Bachia lineata,"(Boulenger, 1903) ",5222323,
,Bachia marcelae,"Bachia marcelae (Donoso-Barros & Garrido, 1964)",5222324,EXACT,100,ACCEPTED,SPECIES,Animalia,Chordata,Squamata,,Gymnophthalmidae,Bachia,Bachia marcelae,Bachia marcelae,"(Donoso-Barros & Garrido, 1964) ",5222324,
